0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0010474789684125356,-0.0015505983334789947,0.0006875708382142954,0.0005579563008468133,-0.0019244154769897538,-0.00048011394889001545,0.002400627000585645,0.0036331346623782366,0.0025810059046585563,-0.005950142706071398,-0.0005010472919455624,0.0007311781177248884,0.003961947645105208,0.0012408426343522656,-0.007048009321228238,-0.004131231015651351,-0.004811525214950779,0.003888760955599131,0.0038075684218188046,0.00030047689970948474,-0.007197673425304769,-0.008724384975762944,0.007540010358168494,0.001622196235244861,0.0015264471546383555,0.0008135834845377513,0.00368982096911245,-0.0056479347258700805,-0.007498590007913959,0.01311140591333049,0.0020097228299948856,0.003311621943077629,-0.009754109969450779,-0.0018528638635199994,-0.0016276266590268598,0.00871059494972158,0.008990733154447322,-0.010296007664959873,-0.0039047246407541993,0.004588162358997824,0.0029988857292209035,0.002954563840157995,-0.004982208063283898,-0.0018700946593176704,0.0012361012966639966,-0.0005708787207385967,0.0018022771118727735,-0.004396979292616014,0.0014180419195397459,0.0007148453367717846,-0.008695620439014458,0.0017606060524263012,-0.0006834227502304344,0.001266126329895897,-0.006710655194062634,0.006176819270996761,-0.002854114835072386,0.005761406590859161,-0.003273023617188809,0.000548207832615576
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0010419574118497679,-0.0007402723922368048,-0.002051579081212806,-0.0012638230086603015,-0.0034787701747701614,0.003045536670200337,-0.004719148030144457,0.004450820928506094,-0.0013015619069239224,0.002678378694863123,-0.0070641333581135685,0.0015713765136353263,0.004561187877844851,0.003190617471993622,0.009860301908624886,0.0026484130631226725,-0.0018444911151308271,0.004754021731818806,-0.0032780094995150592,-0.0065134539923643545,-0.005999783323931182,0.006688370294962327,-0.005296054018018143,0.0011217624344606644,0.0018205269930479907,0.004462769564591324,0.005957672567853218,0.0043745620887663495,0.006317756377391437,-0.0013815932618772295,0.008712048233197432,0.0014169565537686436,0.005543560464502207,-0.004150612059922234,-0.004031830652321267,-0.006868354575297353,-0.002928200709594069,0.004496567666775806,-0.0127858726266385,2.0965480383231285e-05,-0.000327518818503149,-0.0019440652280641626,0.00447426157495341,-0.0015425098525769286,0.003913623038535122,0.0007025922791284103,0.005423613108616798,-0.0051411485204491585,0.0027207837759529335,0.0016640148283461255,-0.010992402673419074,-0.0009972180616895272,0.0003256133808903639,0.003714280832777821,-0.009002171543698104,0.005392081762133256,-0.003469672184252595,0.006646572983232776,-0.0026708645228341378,0.000598274747821132
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00047687648042279935,-0.0014873422322124819,0.0009241370404063642,-0.00024986934932236525,-0.001276455209618854,-0.0013245161863261626,0.002580979804530516,0.0030068639936824426,0.003539783410237886,-0.0038008106090662783,-0.0018839993550374347,-0.0008708937179807905,0.0019872204842165306,0.0010136009141719048,-0.0019279842056515585,-0.0028911540714281684,0.0010263071009605654,0.004443757253297582,0.00543989445041364,0.00046416860931305226,-0.004416854430914009,0.002879162598280663,0.0004816806359789084,-0.002051815227100608,-0.003360132989125678,0.0007448726027340902,0.000728005070702011,0.006686524955122644,-0.003974403699543971,-0.005325624563732916,0.0011067317183957193,0.008053968809772386,0.004963964674275109,-0.0023036618074801225,0.004269974407377294,-0.005669194981146632,0.0035632284387993665,0.009400732361132829,0.00021758190516418945,0.0015600285623112787,-0.0017668779092597188,-0.004080982796932634,-0.0004997820510796125,-0.007668611581168012,0.0043468106257667834,0.002381860395565478,-0.00016437670411677507,0.0024625774290106908,0.0013273528766143841,0.0013399603196129544,0.0040402953808392405,0.0026829339121747266,-0.002468478150518505,-0.002526479958799354,0.006323736980692484,-0.0019282016111148276,0.0034371252555824615,-0.005281325003033291,0.0010483918400967264,-0.0005529050440327673
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0009226884957867744,-0.0003977472014548532,-0.002546507105351032,-0.0014421502104743473,-0.0032705397176823847,0.0031076271279818044,-0.00523319584639926,0.003248167689543343,-0.001281671165001176,0.0029991295916450954,-0.006127752975388039,0.0012372676979837914,0.003133619644905656,0.003391509237250189,0.006025727971611781,0.0023540662316215927,-0.00045890935187386904,0.003926773949259839,-0.0024907133207462966,-0.0023189638970352814,-0.0036679171447982005,-0.00019874937578641839,-0.0017435333392277579,-0.0007801191074856663,0.0001407087085444362,0.002052313979180323,0.0026215157622614693,-0.0026408456105413364,-0.00010828037723145469,0.0035843375845285882,-0.002208061599819314,0.00136508778414014,-0.0032820187417481146,-0.0008687544101295472,-0.0023140631711148236,0.00571792151172765,0.0010922671310262364,-0.005411109126598101,0.005024045208448566,0.00133580225452454,-0.0016370454111526065,0.004270300787684168,-0.005263126696863552,0.0016621735663959068,-0.005932952755114475,0.0021464199227262584,-0.0036327477675364953,0.0036066622568467275,-0.0020785127445293768,-0.000295022473819671,0.008158686484915136,0.005135863806670107,-0.0012560199804900827,-0.005403733198209534,0.008693838135629356,-0.0016034769500093075,0.0029726952215183024,-0.005957689939756114,0.000732756802126273,-0.0005502115894435699
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00014160925460122363,-0.0014646529054542755,0.0003925696162253249,-0.0013038949755627206,-0.0003860213096938695,-0.000988745261708567,0.0016476395654082972,0.002161633476703808,0.003874489619020521,0.0017853594048736659,-0.002361973735653635,-0.0012961983769388733,-0.0007206474700211333,-0.003725449254192226,0.001962523786630099,-0.00023183445277341982,0.006272630710070194,0.0026234343496109353,0.0066106305082878625,-0.004058947672488355,-0.00012779550162555096,0.0032841077344622355,-0.0013821634851638163,-0.002159899895781108,0.002662286467451928,0.0017071227720251315,-0.00784167685574535,-0.0017961155526174046,0.0006940634105536565,-0.0007260540551388177,0.0017647065874770121,-0.0007946850495842189,-0.009416039008302846,-0.004515321493702687,-0.006541033565460596,-0.005667224461513055,0.0029436993280232333,-0.005133552390000642,0.0061598357300916865,-0.003913956243744563,-0.0003842685456705424,0.004002408264984707,0.0026414326650124366,0.0030049962559142445,-0.0014499410732732748,0.004434093765012495,0.0002438920324613889,-0.0014756208088788868,0.0005758946177271242,0.0010998698104449475,0.003890840363752374,-0.005306942119884273,-4.659804967508479e-05,0.004931709210134671,-0.004013885298911905,-0.002703386905898888,-0.001632833942237087,0.004808857296555123,0.0007545711718352958,0.0006797878492167431
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0008875929733466701,-0.00010329681270868195,-0.0027841908907288394,-0.0010968828018411622,-0.0029542328982291016,0.0017142361725806775,-0.005065042115678615,0.0005084568176336199,0.0004891546757908156,0.0006466725390459457,-0.0035946800824655967,0.0003229713901333832,0.0012417185571710109,0.006000134440000103,-0.002221416464999688,0.002942746776121611,0.0024743725425272946,0.0041746126740993695,-0.002474080172220714,0.004638319986731379,-0.0006793435620152471,-0.006927932816322166,-0.001273584163775066,-0.00472306838890414,-0.0037392909447097316,-0.0004763493530555169,-0.00010596751185841387,-0.004705869378254238,-0.0032833560668571495,-0.002408629304581353,-0.007980340853139707,0.0022676443262966044,0.0013742259434640245,0.0024967854391380394,0.00289451664034317,0.0008695654781179341,-0.0016504132786725669,0.0059153653566609244,0.005728720927392232,-0.0023761176604108793,-0.0005177008098078054,-0.0015226218266137727,0.0015201804800838948,-0.001702210965608932,0.006372525837350489,-0.00354869990093891,-0.000515706660109924,-0.001646424440031407,0.0011539191535827756,-0.0014342383745184716,-0.0011870537985121843,-0.00835002817592122,-0.000869720107109278,0.005761583634767678,-0.006719167825096454,-0.00294939738528697,-0.0006741856343592098,0.005336967903331789,0.0009134524604438754,0.0006048623492774585
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013337535052254922,-0.0014513223828030546,-0.00033493300757456396,-0.0013930297722204701,0.0007200583959486288,-0.0007085335773968972,-0.00035809667218848117,0.001904020745649356,0.003700055920853228,0.004102920756722124,0.0003748369467191303,0.0012668799046904986,-0.000891968893317326,-0.004404549835193639,-0.0014122789811404943,0.0036062940060888195,0.0003583536579538742,0.005389610893209493,-0.0005972164102372596,-0.0047930194535759215,0.0020781669343136423,-0.0027403190321748554,0.004637325884016514,0.003662776688792093,-0.004239561174148223,-0.0038882063087953334,-0.0008854739296370335,-0.006813970156671253,0.006752614530777493,-0.0013421796641146428,-5.202140260449179e-05,0.007428603703805282,0.0008408094273055686,-0.0025283968645262614,0.005324196718071805,0.0026091995735817502,-0.00505415532285468,0.0031577245355877736,0.0018134640684303344,0.006586850959586766,0.007850714451630382,-0.003950611336666596,0.0031662248578473284,0.0032718327380453485,0.0015652443063838592,0.0013431614638304628,-0.003199804302642976,-0.0034182863757220142,-0.0014070934170683695,0.0005974006031497592,-0.0033037103094906606,0.0016241853495541306,0.004995735218891096,-0.002881893234974065,0.0025400082067492656,0.0036825636225736647,-0.002535456558953273,-0.004408093304658032,-0.0017467586868614112,-0.0006765041108509149
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0008892455852122102,0.00017048387228969325,-0.002771699298042153,-0.0005507474181758381,-0.0030891717812585448,-0.0005436208801323677,-0.004627868361235295,-0.0025707550197160913,0.002545530450759124,-0.0021058623434876407,-0.0016674080405336292,-0.00224955372459456,0.0004990648335261631,0.005660799697940298,-0.004124195572909906,0.004663265827558323,0.003667777858675079,0.0004642812336923844,0.0017235598359240832,0.005146274595203551,0.001098380325721469,-0.0016594859218809286,-0.003954519947275313,-0.0021674237766974216,-0.00026099036495041603,-0.002525933079396279,-0.003566178066085464,-0.001026315614717697,-0.004004215461332014,-0.004156700686176839,0.007697842899787422,-0.0047840550706735666,-0.0035797063152367145,0.0037113455433364817,0.0007577761989141079,-0.005001340367823567,0.0037706818283923787,-0.003994414398499335,-0.005652498268335185,-0.002867961910137579,0.004629264908590868,-0.0025955395219839617,0.0030084420935812513,0.0032623846971850073,-0.002955465305055787,0.0016997757285180104,0.0024306773659393383,0.000623305278876098,-0.0009664245324756766,0.003263216156688111,-0.0012654460439665122,0.0064653431432167745,0.005675631492383764,-0.0014881742037095194,0.005402910558101216,0.004785500960193504,-0.003249891633417959,-0.004721056134903293,-0.0017868313842600266,-0.0005182887374598313
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00046417050605411855,-0.0014684403436595558,-0.0009627322369576335,-0.00039836531671824253,0.00143683913905587,-0.0007932159811645452,-0.002811951554562126,0.0027069879987162166,0.0027620210231348694,0.0017919616185639211,0.00421838536540797,8.238584702783023e-05,-0.0006846087635283808,0.0012761985642321988,-4.698626840774783e-05,0.0014575380312694505,-0.005011124897090388,0.005515195316394765,0.0018048938452374967,0.0004300053527824097,0.007124983583494019,-0.0003723124300764438,-0.00047348453610913135,0.0027526049061186355,-0.002650750536826792,0.004002697416785828,0.0029768630088242605,0.0013219222638159041,-0.004393228286668012,-0.004694256607607184,-0.0001667500967829099,-0.006971856710787004,-0.001983892983071743,-0.01013753848853192,0.003394330537397948,0.003363338945447332,0.0016863774189933866,-0.0019642039663883364,-0.0037748890697188787,-0.010313746701560827,-0.0009664649837752681,-0.0035634765168090434,-0.0030974291301524718,0.001409541361747364,0.0006178896423213658,0.003211361063600075,0.0006098220898756127,0.004314854970008056,0.00036970051779776277,-0.0011187662721399531,-0.0008856429528118633,0.00013831708693108673,-0.0025683075617700646,-0.005576363136554006,-0.003798823869159355,-0.002990772656314179,0.005858286117878392,0.003931823953751399,0.001776564861687843,0.00028250839031682384
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0009352495499546198,0.000461199522080122,-0.0025458075941419828,-0.00029117975453854235,-0.003665620898349927,-0.002466136736146272,-0.003681058672594903,-0.005258117385420138,0.004022223458953359,-0.002557117023316368,-0.001234222544404439,-0.005515377241889376,0.0019685658965983813,-0.0003168852626562003,-0.0017625707400801339,0.007153571414820718,0.00026691139726382453,-0.004711643008975529,0.0051268197874703375,-0.0012769141195135842,-0.0015000006190747346,-0.0001945458968662111,-0.0014664258720846334,0.005512742007719412,0.0007741391666008169,-0.002109280548682113,-0.0011365497875782205,0.0010608167093895864,0.0018104137288145429,0.0031577286746661396,0.0026401035520397732,0.0008389381943572605,0.0001683326753745689,0.0006121919294509926,0.00037208118505235475,0.00015187672571744554,-0.0044501029026284495,0.0019870426136454544,0.0010150344161629712,0.009624454085113903,-0.0015690668378267403,-0.0013057088521491703,-0.00146763085166765,-0.0016027294372502154,-0.004838866675428361,0.0029702581643624697,-0.0020918901070092507,0.00038724277957663295,0.0012252346887819242,-0.005298543186849841,-0.0007754891996850214,-0.004152212103778011,-0.0076440341016185695,-0.0066052024371538245,-0.006219730409682096,-0.00451981039015059,0.006179370607534259,0.003935810060332219,0.0017281982131913734,0.000145952339545457
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011218320866947728,-0.001679648778016432,-0.0009440935835215471,0.0007976931231023503,0.002016260085587011,-0.00014279025564130934,-0.004505972971214981,0.00374817323292957,0.0021590952179497873,-0.0009532862383933538,0.0057106178308260055,-0.003975881462713845,-0.0017563002735851638,0.00566246781984985,0.0033807557669011446,-0.0012467588542618866,-0.0032731670930723406,0.00041661656153462535,0.008742146597308155,-0.0022036676019407475,0.0075367925337022305,-0.0034766823011478983,-0.0053461383215641055,-0.005670931868626241,0.006095947617817589,-0.003550603604554503,0.005895666754246442,0.004608010535650201,0.004064715773361814,0.007075873209127195,3.178873257595836e-05,0.00429696328247383,-0.007210075026273124,0.0038944977184360726,0.010060400676079983,-0.008797376225174484,-0.011802769232142928,-0.0012573293087104942,0.0016452977437172703,0.007344346309112424,-0.001766709678470944,0.00883331727432664,-0.0057062820023495555,-0.0040697523798664806,0.0027752713036132003,-0.0009591076698239006,0.006974284656939865,-0.0024140979698925825,-0.007305966840842122,-0.0044110304433492495,0.0015339918461419395,-0.0005819307540977669,0.0009126433545842842,0.009816762849584236,0.005536391096100061,0.003154281915024938,-0.0054598564694148055,-0.002730644033217883,-0.0009336394494242833,0.0005308506207891857
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011474246611269576,0.0008686334221466212,-0.0022903874749541147,-0.0004574404399218948,-0.004413623748359328,-0.003306904810110047,-0.002504358935718373,-0.007010278004653572,0.004575332495840616,-0.0015070210470677179,-0.001863277706335619,-0.00606995850906659,0.0037551565272715194,-0.005122625775055123,-0.0014074302272333772,0.008607311020927138,-0.004040430900470312,-0.005255317571211572,0.0031433191023332928,-0.004575750663476357,-0.003022983528678515,-0.0010617641170124765,0.0016246646377053294,0.008790823965186215,-0.004817983897770066,0.0023585080363447307,0.0011293936457036434,0.007202875146602799,0.0016765874519225304,0.00030527680880855664,-0.010348737802267576,-0.001718074345318888,0.0027099657148218726,-0.008462338230803921,-0.0028815073080432187,0.004128331318743354,0.0034039559843364545,-0.0010099760156145076,0.00037405032537912817,-0.01025288309744528,-0.0033003272612230645,0.0068529310942769175,0.001218120307676822,-0.00014398497684672826,0.010273030380659657,-0.0070139629903171845,0.00048138799559048744,-0.001359900170809683,-0.0033407348710648415,0.006133437167757582,0.0018014393712688292,0.0052684281266611255,0.007903791826955189,0.010944340310645614,0.007393221008671443,0.003988422596938452,-0.005962715006978142,-0.002537453466561742,-0.0009954045409526551,0.0003812756010767133
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0017644557926335884,-0.0029338441987306666,0.0025897311406934717,0.0018908026444366926,-0.0023740106365702,-0.0021614886495138854,0.0043862863327907035,0.004310484288049214,0.003806566392396559,-0.009087039659185888,0.000497097983201572,0.0016620818261313213,0.00471768346696503,0.002611473402810603,-0.006388840288174295,-0.00141610337429786,-0.0056284784091498756,0.002656108645390904,-0.00343561789884073,-0.0019049615380273006,-0.0037150364015886062,-0.006266937040063839,0.0005610631562429966,0.0020828355863595667,0.003983410542148091,0.0021354109805268823,0.003037769258199123,-0.005451934665631739,0.0078635042987218,0.003343516112055924,0.0018820771858199983,-0.008922185918679994,0.002267053757295721,0.0007350527797448178,-0.0069972227179554225,-0.0039842186991841146,-0.014137676183452253,0.0014263433896819144,-0.0036934608819753616,-0.006869097357406054,-0.0023087936660542794,0.0007554668307747393,0.009639119163699212,0.011634826662420964,-0.005842098784663872,-0.0011086582723262694,0.0005660830245347099,0.0013446108580328086,-0.0026346800817868598,-0.0018663778099823065,0.004780427433541617,-0.007192437602578616,0.005015814283396281,0.0026668050512912355,0.002134518059963157,-0.009922007225609425,0.0008906434403133333,-0.005094200902633846,0.006906945373074129,-0.0006469095593753845
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0022689837059085786,-0.0009050114753689355,-0.0032905564426077196,-0.0006735698242423408,-0.004368950583020781,0.005845374391245331,-0.002747089631682635,0.004988308776570463,-0.0043002860443553895,0.0011091389631030066,-0.0014833634040463174,0.001702759287303659,0.0014141042512643637,-0.005999150365857815,0.001232298878412472,-0.0036097123216492647,-0.006703837470172467,-0.0078034605981559865,0.0041785843745623585,-0.0015791515206931154,0.004032728838937807,0.0018189835421922543,0.007048033052494158,0.00649892481781771,0.0035755786967978124,-0.006243102404305284,-0.006268756529306876,0.0025762881179809934,-0.004705507378779322,0.0007343182226684543,0.006105134385144655,-0.005984085066003625,-0.003561838537995912,0.006031212319428842,0.00970650230883966,-0.0005257908478784617,0.0076957444396359535,-0.001429168846004247,0.0014146049043558576,-0.0005952293653155454,0.009137247072109562,-0.006101933239822852,0.0029185640717749807,-0.0017664585835792217,0.009301989501027152,-0.009292647273102023,-0.001057474777125546,-0.0018436913176361595,6.638756177337257e-06,-0.003219609347632408,-0.0007345385784158425,-0.010958305840995752,0.0023667557451861054,0.004260288333054627,0.0009367708916538503,-0.01005581379463722,0.00292696851435906,-0.00575355182452383,0.00652745909274453,-0.0007942337950270861
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0008662934314479462,-0.0029328699397840456,0.0020725809751484595,-0.0004984615450464579,-0.0023422400220902313,-0.0018816511872520453,0.00318011289870656,0.004529920751860543,0.003394250467318317,-0.00369999471664131,-0.003332185940333225,-0.0011480568623072655,0.001592415456719524,0.0008993034143825034,0.0031281240725902185,-0.0012402098276025322,0.00016526152511735305,-6.365985721054706e-05,0.0009213657330763424,0.001225160190140258,0.0010805513883677539,0.007078069774577004,-0.001981131804945101,0.0003550492819043597,-0.00322584514499456,-0.0028308519885627288,0.0006302571389795672,0.005400784863304406,-0.0007843506305708765,-0.005336799522321054,-0.001869355314709554,-0.0021526374256933462,0.004501746137351663,0.005960282022695637,0.00657689768877196,0.007889548589289995,-0.000493630159385521,-0.004353721256872698,0.0034104414854075797,0.0017366373385379551,0.003515980640522371,0.0014301560085270895,-0.005214283071578783,0.004756520852758857,-0.004207670530278415,-0.007298016348356504,-0.003994206631648569,0.0003388577541542184,-0.0035179787664900686,-0.0037865068875351008,-0.00251902534817235,0.001271993131026059,0.0026482275830982537,-0.0023884713249149162,-0.0038155764487000326,0.005579183776793452,-0.004639950796883097,0.0063729114950725006,-0.004338501076279601,0.0009206936942195574
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0021700999707102743,-0.0005186543473661142,-0.003788788656563587,-0.0008571868304413419,-0.0039199566414878624,0.005251192093382301,-0.0016476218478376284,0.0037210408612956968,-0.0029008025553398896,-0.0004487114762593992,-0.00022354978203228506,0.0012351600764547773,-0.00022336663693213078,-0.0036944240448897325,-0.0037546742911346125,-0.005324421432733644,-0.0031638099144781578,-0.004028481992398835,0.003411697796462107,0.0011318951409219856,0.002554927553823246,-0.0017240618444962332,0.006226939200473795,0.0021741339748930937,0.00026456320611127957,-0.0014355374108955502,-0.003133893077044996,0.0027473582063844803,0.0001482844616158461,0.000561863067348985,-0.0035159640350043123,-0.0010304022233842093,0.002018622360875514,-0.001487785663121347,-0.0009774520697674862,-0.004820732763169596,-0.00476612260436312,0.0041131572350737305,0.00019746415700376798,0.0002106021411153477,-0.005645910461535298,-0.0024969580146791577,0.0031190170236041035,0.0003025311210448646,-0.007552661617310514,0.008007343939763635,0.0025266666722193317,0.005536181155935997,-0.00019865555810617952,0.0034655308602962267,0.0007546647467487919,0.007697264104677484,0.0022602940098019773,-0.0006732168506925587,-0.002709784112117443,0.006572381981170366,-0.005345297502473459,0.0070115004602085175,-0.003956863822697029,0.0010193849887835265
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0002601913797287909,-0.002911160340368779,0.0007656599527483326,-0.0026555932925685513,-0.0006580276107926576,-0.0003218397318093479,0.0021809938806633187,0.0032181255978750876,0.003793260669788844,0.004426314753560096,-0.0035194076966932465,-0.0019969704586076152,-0.0011238044689524912,-0.00473983737978246,0.0023598518757534832,-0.0004279226471860647,0.005490429292620705,-0.0018867533957974587,0.0035274488887810387,-7.459685600115384e-06,0.0006854063521339992,-0.0034554838767008166,-0.0012873935551468093,-0.0027440260575535493,0.0041961108486420935,0.0019668549332420397,-0.0016361905607825446,-0.003964917406370338,-0.0034653959281205613,0.004805892341770141,-0.004800382160267251,-0.006578358008816601,0.0003841188228716768,0.004074579618183211,-0.0024144495256491335,0.0018388182665976512,-0.0037078756254202688,0.004431382783133872,-0.005731185602837553,-0.003028795528191232,-0.006932767470138265,-0.00278523791835227,-0.0007131369600823296,-0.004872756316392372,0.002393057309535845,-0.005611056244951866,0.004265219676833521,0.003820321083277709,0.001549341064562782,-0.0010344331260628507,-0.006999035061316271,0.003909547764625205,-0.0030191669094860305,-0.002773697047613103,0.0012858100515475755,0.0019714559633764502,0.005486293390292443,-0.006593964910942985,0.0009125212620726442,-0.0014726510397056445
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002128737503238192,-0.00012607873338594053,-0.003961700459666531,-0.0007844232819573043,-0.003465332668544675,0.002276811507324095,-0.0008887588005959084,0.0008628607895627484,-3.345686801400499e-05,-0.002549936706792127,6.834087893611151e-05,0.001925506692248656,-0.0037675721157303284,0.0015937809648290478,-0.004985784494705354,-0.006424271556041451,0.004189336396115036,0.00026280266294513365,-0.0013746884903376145,0.0008031635638229992,0.004263946305127078,0.002919099876056461,0.0025680266065329226,-0.0007897779153575493,-0.00013725304630362274,0.0021767399775109593,-0.0023095391366128016,0.006557424336030674,0.007545940096541422,-0.0012285504746746118,-0.0039943696070298615,0.0006515636731043875,0.00231092212873351,-0.006576637250221856,-0.004139336724280961,0.0002040933337558116,0.0005179768743018255,-0.005626156504221285,-0.0017350451220189953,0.0027148011936595174,0.001063042876405581,0.007603191155364518,-0.0020883848283911534,0.0010457257525815589,0.0011048829502808648,-0.002746055234043318,6.549564110692266e-05,-0.007699144625245054,0.0008654142283771751,-0.003919790909722484,-0.00477730684155761,-0.003293944524683017,-0.00480148441117098,-0.005052208820574624,0.0011563438753097823,-7.788372611406027e-06,0.00507085658664616,-0.007454454152828341,0.0006909695491660634,-0.0014790658797720927
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002644365985442726,-0.0028909709484057507,-0.000767880977485128,-0.002608934435792117,0.0015708592374375774,0.00015205923412362442,-0.0007514432257048266,0.0025817630382818793,0.004162469841981805,0.005403576600105974,0.0007030879380456388,0.0032226439937635154,-0.0009351284107907436,-0.002710853582987585,-0.005657777372062948,0.003698793400611344,-0.00010934971461086556,0.002476061130431447,-0.004895281834390292,-0.00026494920501526545,-0.0006291848885108653,-0.002435359503561616,0.002789286118499335,0.0010050780918827045,-0.0034275519417038118,-0.004560385014683718,0.0003853868799170439,0.0036881460328971236,0.0032541795469511314,-0.001477480600355226,0.0029034196512524087,0.0013725959008761394,0.004516343161857196,0.00806921860932306,-0.0015222488041276101,-0.004948681420615963,0.005677050515120118,-0.0050025412672362775,-0.004269204630624181,0.002160785978546794,-0.0019406596308418195,0.006649086123824557,-0.0021948107447019244,-0.0026147956169157572,-0.004972839856699772,-0.0037118330782848225,0.0042189460693150905,0.00017934865534501216,0.0007875429814038036,0.0002760131207581272,0.006168359576506424,0.000986748412205187,-0.005033592728304063,0.0066214270462422115,0.001994001086177769,-0.0038742113781857226,-0.00038748968495394196,0.006537343349370091,0.0019542198982923074,0.0020316693098897465
